SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,Charges_per_tenure,TotalCharges_log,High_Spender,high_risk,tenure_group,Contract_Risk,Total_Services,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,89.55,89.55,1,44.775,4.505902184329423,1,1,0,2,3,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,49,89.85,4287.2,0,1.797,8.363622343453988,1,0,3,1,4,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False
0,15,25.25,394.85,0,1.578125,5.981035351617443,0,0,1,2,2,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
1,20,94.55,1899.65,1,4.502380952380952,7.549951211913027,1,0,1,2,4,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,1,45.7,45.7,1,22.85,3.8437441646748516,0,0,0,2,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,50,69.65,3442.15,0,1.365686274509804,8.14414202904651,0,0,3,1,5,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False
1,2,89.5,161.5,1,29.833333333333332,5.090678001769792,1,1,0,2,4,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,24,70.0,1732.6,0,2.8,7.4579554502221495,0,0,1,2,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,3,69.55,222.3,1,17.3875,5.408516158846112,0,0,0,2,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,74.6,74.6,1,37.3,4.3254562831854875,1,0,0,2,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,35,20.1,655.3,0,0.5583333333333333,6.486618001479677,0,0,2,0,1,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,17,24.8,475.25,0,1.3777777777777778,6.165942926440911,0,0,1,2,2,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,8,19.65,164.3,1,2.183333333333333,5.107762004826979,0,0,0,2,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,10,95.1,865.1,0,8.645454545454545,6.764000375336999,1,1,0,2,4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
0,68,88.85,6132.7,0,1.2876811594202897,8.721553435750755,1,0,3,0,8,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,45,78.8,3597.5,0,1.7130434782608694,8.188272370947859,1,0,2,1,6,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False
0,2,19.85,35.9,1,6.616666666666667,3.6082115510464816,0,0,0,1,1,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,37,20.35,697.65,0,0.5355263157894737,6.549149901526457,0,0,2,2,1,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0,4,24.25,96.05,1,4.85,4.57522630961502,0,0,0,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,10,45.25,428.7,0,4.113636363636363,6.063087290780949,0,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,20.05,20.05,0,10.025,3.0469005601283903,0,0,0,2,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,65,69.55,4459.15,0,1.0537878787878787,8.402937676735553,0,0,3,0,5,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True
0,57,19.5,1167.6,0,0.33620689655172414,7.063561730120337,0,0,3,0,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,3,74.75,238.1,0,18.6875,5.476881874464279,1,0,0,2,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,2,69.65,145.15,1,23.21666666666667,4.984633491557255,0,0,0,2,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,49,30.2,1453.1,0,0.604,7.28214243151944,0,0,3,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,4,45.65,191.05,1,9.129999999999999,5.257755754791914,0,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,70,57.8,4039.3,0,0.8140845070422534,8.304074225623992,0,0,3,0,5,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,53,19.85,1039.45,0,0.36759259259259264,6.947408590858789,0,0,3,1,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,53,25.55,1336.1,0,0.47314814814814815,7.198258368620619,0,0,3,0,2,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,1,75.05,75.05,1,37.525,4.331391018705302,1,0,0,2,2,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,22,24.85,493.4,0,1.0804347826086957,6.203344906143481,0,0,1,2,2,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
1,52,49.15,2550.9,1,0.9273584905660377,7.844593458743952,0,0,3,2,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,65,110.35,7246.15,0,1.6719696969696969,8.888363567115029,1,0,3,0,7,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,48,24.55,1203.95,0,0.5010204081632653,7.094193351287931,0,0,2,1,2,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,2,34.7,62.25,1,11.566666666666668,4.1470951276076295,0,0,0,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,3,107.95,313.6,0,26.9875,5.751301990624177,1,1,0,2,6,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0,45,81.4,3775.85,0,1.7695652173913046,8.236645607865055,1,0,2,2,3,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,80.0,80.0,1,40.0,4.394449154672439,1,0,0,2,2,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,61,73.8,4616.05,0,1.1903225806451612,8.437511251991344,1,0,3,0,5,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,3,64.4,195.65,0,16.1,5.281425498877819,0,0,0,2,4,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
1,40,103.75,4188.4,0,2.5304878048780486,8.340312804571665,1,0,2,1,6,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False
0,1,71.1,71.1,0,35.55,4.278054044290903,1,0,0,2,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,49.9,49.9,0,24.95,3.929862923556477,0,0,0,2,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,51,24.6,1266.4,0,0.4730769230769231,7.144722836889416,0,0,3,1,2,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,2,49.25,91.1,1,16.416666666666668,4.522874943261261,0,0,0,2,2,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,52,30.1,1623.4,0,0.5679245283018868,7.392893795812142,0,0,3,1,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,51,83.4,4149.45,0,1.603846153846154,8.330972041081171,1,0,3,2,3,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1,20.45,20.45,0,10.225,3.065724645374026,0,0,0,2,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,31,75.25,2344.5,0,2.3515625,7.760253877768513,1,0,2,1,6,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False
0,47,20.55,1013.05,0,0.42812500000000003,6.921707492600141,0,0,2,1,1,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,3,75.1,270.7,1,18.775,5.604698516432302,1,0,0,2,2,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,22,20.05,417.0,0,0.8717391304347827,6.035481432524756,0,0,1,1,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,1,20.65,20.65,0,10.325,3.075005454448499,0,0,0,2,1,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,72,85.15,6316.2,0,1.1664383561643836,8.7510313509959,1,0,3,0,7,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,3,50.15,168.15,1,12.5375,5.130785895226717,0,0,0,2,2,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,47,84.95,4018.05,0,1.7697916666666667,8.298800835277511,1,0,2,1,3,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0,72,66.5,4811.6,0,0.910958904109589,8.478992757600935,0,0,3,0,5,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
0,66,63.3,4189.7,0,0.944776119402985,8.340623063401615,0,0,3,0,4,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0,35,83.15,2848.45,0,2.3097222222222222,7.954881272183045,1,0,2,2,3,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,29,84.9,2516.2,0,2.83,7.830902451652778,1,0,2,2,3,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,2,20.55,33.6,0,6.8500000000000005,3.543853682063679,0,0,0,2,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,4,49.25,208.45,0,9.85,5.344485047393044,0,0,0,2,2,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,25,79.85,2015.35,1,3.071153846153846,7.609044225233705,1,0,2,2,3,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,65,59.6,3739.8,0,0.9030303030303031,8.22705477127775,0,0,3,0,4,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True
1,27,104.65,2964.0,0,3.7375000000000003,7.994632311431825,1,0,2,1,6,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False
0,29,75.3,2263.4,0,2.51,7.725065102162505,1,0,2,2,2,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
0,29,80.1,2211.8,0,2.67,7.702013960910494,1,0,2,2,6,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0,1,19.55,19.55,1,9.775,3.022860940942244,0,0,0,2,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,20,81.0,1683.7,0,3.857142857142857,7.4293427853921585,1,0,1,2,3,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
0,58,24.7,1519.0,0,0.4186440677966102,7.326465613840322,0,0,3,0,2,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,14,86.0,1164.05,0,5.733333333333333,7.060519283533766,1,0,1,2,4,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,72,25.4,1710.9,0,0.347945205479452,7.445359143780733,0,0,3,0,2,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,46,89.15,4245.55,0,1.896808510638298,8.353862167553196,1,0,2,2,4,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0,71,58.25,4145.9,0,0.8090277777777778,8.330116346138421,0,0,3,0,5,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,32,85.65,2664.3,0,2.5954545454545457,7.888071900620851,1,0,2,2,3,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,26,50.35,1277.5,0,1.864814814814815,7.153442794731241,0,0,2,2,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
1,68,80.35,5589.3,0,1.1644927536231884,8.628788231972079,1,0,3,2,3,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
0,2,20.2,34.75,0,6.733333333333333,3.5765502691400166,0,0,0,1,1,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,61,20.55,1305.95,0,0.33145161290322583,7.175451457345406,0,0,3,0,1,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,4,85.95,381.3,1,17.19,5.946205640702368,1,1,0,2,3,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,3,45.35,141.5,1,11.3375,4.959341999708705,0,0,0,2,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,33,94.5,3105.55,1,2.7794117647058822,8.041268064658302,1,0,2,2,4,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,9,21.25,204.55,0,2.125,5.325689313343887,0,0,0,2,1,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,22,26.25,605.9,0,1.141304347826087,6.408364032841809,0,0,1,0,2,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,5,80.85,356.1,0,13.475,5.878015854600402,1,0,0,2,2,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1,30,91.7,2758.15,1,2.958064516129032,7.922677940263891,1,0,2,2,5,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,65,74.2,4805.65,0,1.1242424242424243,8.47775565475844,1,0,3,0,6,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False
0,45,87.25,3941.7,1,1.8967391304347827,8.27962104678323,1,0,2,2,4,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,5,20.35,92.75,0,3.391666666666667,4.54063166485052,0,0,0,2,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,25,75.5,1901.05,0,2.9038461538461537,7.55068753087758,1,0,2,2,2,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,72,79.05,5730.7,0,1.082876712328767,8.653767449825429,1,0,3,0,3,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,27,90.15,2423.4,0,3.2196428571428575,7.79333935007713,1,0,2,2,4,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,32,50.6,1653.45,0,1.5333333333333334,7.411223906294559,0,0,2,2,3,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0,30,110.45,3327.05,0,3.5629032258064517,8.110141825866702,1,0,2,1,7,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False
0,70,101.0,7085.5,0,1.4225352112676057,8.86594684460696,1,0,3,0,6,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
1,42,79.35,3344.1,0,1.845348837209302,8.115251867481689,1,0,2,2,3,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,72,89.85,6697.35,0,1.2308219178082191,8.809616506393237,1,0,3,0,8,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,47,65.0,2879.9,0,1.3541666666666667,7.965858024312037,0,0,2,0,5,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True
0,2,80.45,137.1,0,26.816666666666666,4.9279780604152466,1,0,0,2,3,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,10,98.55,1008.55,1,8.959090909090909,6.917259965996383,1,1,0,2,5,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,61,24.1,1551.6,0,0.38870967741935486,7.34768622397158,0,0,3,0,2,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,5,44.05,202.15,0,7.341666666666666,5.313944622433736,0,0,0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,72,110.8,7882.25,0,1.5178082191780822,8.972495534371573,1,0,3,0,7,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
1,72,114.95,8196.4,0,1.5746575342465754,9.011572309803286,1,0,3,0,8,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
1,3,75.05,202.9,0,18.7625,5.31762967758041,1,0,0,2,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,48,19.25,855.1,0,0.39285714285714285,6.75238719174844,0,0,2,0,1,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,63,90.05,5817.0,0,1.40703125,8.668711839055147,1,0,3,1,4,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False
0,27,56.7,1652.95,0,2.025,7.410921645380639,0,0,2,2,3,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,70,80.15,5600.15,0,1.1288732394366199,8.630727212783206,1,0,3,0,6,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False
0,7,71.35,515.75,0,8.91875,6.247559198561878,1,0,0,2,5,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False
0,0,20.25,1397.475,0,20.25,7.2431376361862,0,0,0,0,1,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,2,90.35,190.5,0,30.116666666666664,5.2548878086207,1,1,0,2,4,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,20,98.55,1842.8,1,4.692857142857143,7.519583938364494,1,0,1,2,5,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,66,19.7,1253.8,0,0.29402985074626864,7.1347314763165235,0,0,3,0,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,3,19.85,57.2,0,4.9625,4.063885354737392,0,0,0,2,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,15,85.9,1269.55,1,5.36875,7.1472051565706565,1,0,1,2,3,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,72,90.35,6563.4,0,1.2376712328767123,8.789416388805472,1,0,3,0,5,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,1,20.8,20.8,0,10.4,3.0819099697950434,0,0,0,2,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,22,89.25,1907.85,1,3.880434782608696,7.554256245468311,1,0,1,2,3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,3,70.3,208.85,1,17.575,5.346392989779599,0,0,0,2,1,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,72,66.85,4758.8,0,0.9157534246575342,8.467960929536012,0,0,3,0,5,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,65,19.9,1292.6,0,0.3015151515151515,7.165184308262897,0,0,3,0,1,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,11,35.8,363.15,0,2.983333333333333,5.897565870663924,0,0,0,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0,22,78.85,1600.25,0,3.428260869565217,7.378539853210944,1,0,1,2,3,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,14,20.4,275.7,0,1.3599999999999999,5.62293388679288,0,0,1,1,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,41,74.25,3089.1,0,1.7678571428571428,8.035958731827685,1,0,2,2,2,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,17,64.8,1175.6,0,3.5999999999999996,7.070384202430356,0,0,1,1,4,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True
0,11,20.45,237.3,0,1.7041666666666666,5.473530384104697,0,0,0,2,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
0,15,93.35,1444.65,1,5.834375,7.2763143263943215,1,0,1,2,4,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,1,19.9,19.9,1,9.95,3.039749158970765,0,0,0,2,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,5,88.9,454.15,1,14.816666666666668,6.120627034951298,1,1,0,2,4,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
0,33,95.8,3036.75,1,2.817647058823529,8.01887238878872,1,0,2,1,4,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,72,110.65,8065.65,0,1.5157534246575344,8.99549355735883,1,0,3,0,7,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False
0,3,40.3,92.5,0,10.075,4.537961436294641,0,0,0,2,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,2,82.0,184.65,1,27.333333333333332,5.2238631806230895,1,0,0,2,3,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,59,107.0,6152.3,0,1.7833333333333334,8.724743802255968,1,0,3,1,7,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False
0,2,45.35,89.5,1,15.116666666666667,4.505349850705881,0,0,0,2,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,71,73.35,5154.5,0,1.0187499999999998,8.547819384957998,1,0,3,0,5,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False
0,5,44.8,220.45,0,7.466666666666666,5.400196830369207,0,0,0,2,1,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,27,54.75,1510.3,0,1.9553571428571428,7.320725486576075,0,0,2,2,3,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,1,52.2,52.2,1,26.1,3.9740583963475986,0,0,0,2,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,63,40.6,2588.95,0,0.634375,7.859393849487934,0,0,3,1,3,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1,46,110.0,4874.8,1,2.3404255319148937,8.492039472532698,1,0,2,1,7,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,72,55.3,3983.6,0,0.7575342465753424,8.290192209774723,0,0,3,0,3,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,34,60.85,2003.6,0,1.7385714285714287,7.603199818590766,0,0,2,2,4,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,24,78.4,1832.4,0,3.136,7.513927445527675,1,0,1,1,6,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False
0,72,69.65,4908.25,0,0.954109589041096,8.49887645963034,0,0,3,0,6,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
